CMP-0016;2023-06-04;Hotel Costa Azul;Comunidad Valenciana;Inmobiliario;Prensa;Conversión;420723,00;906956,00;3704720;137350;1690;Javier Torres;Activa
CMP-0017;2025-04-12;EcoHogar;Comunidad Valenciana;Salud;Email Marketing;Conversión;1711525,00;5307645,00;1859290;118080;26230;Miguel Álvarez;Cancelada
CMP-0018;2025-08-21;Grupo Peralta;Cantabria;Automoción;SEM;Conversión;681678,00;2458794,00;571730;19260;370;Sara Molina;Pausada
CMP-0019;2023-08-25;Óptica Visión Plus;País Vasco;Inmobiliario;SEM;Branding;1610875,00;3187357,00;4428210;200220;47130;Sara Molina;Cancelada
CMP-0020;2024-02-08;Colchones Descanso;Andalucía;Finanzas;Influencers;Fidelización;491395,00;239026,00;2291190;11740;2720;Ana Fernández;Pausada
CMP-0021;2023-12-23;Bebidas Norte;Región de Murcia;Moda;Prensa;Branding;335674,00;69346,00;4935210;165010;31270;Cristina Ortega;Finalizada
CMP-0022;2024-04-26;Clínica Dental Sonrisa;Castilla y León;Hostelería;SEO;Conversión;165395,00;2467533,00;3485500;182880;16540;Pablo Navarro;Cancelada
CMP-0023;2024-05-14;Sabores del Mediterráneo;Comunidad de Madrid;Deporte;Google Ads;Conversión;221762,00;6027087,00;3771200;215810;27760;Elena Castro;Activa
CMP-0024;2025-10-30;Zapatería Confort;DESCONOCIDO;Agricultura;Email Marketing;Lead Generation;2469973,00;NULL;4985940;307350;35710;Álvaro Gil;Cancelada
CMP-0025;2023-06-15;Grupo Peralta;Extremadura;Automoción;Prensa;Lead Generation;701002,00;438428,00;1503030;33940;3070;Sara Molina;Activa
CMP-0026;2025-05-08;Colchones Descanso;Castilla y León;Belleza;SEO;Awareness;963345,00;312859,00;1849220;50660;5240;Javier Torres;Finalizada
CMP-0027;2023-02-25;Rural Gourmet;Galicia;Belleza;Influencers;Awareness;2452191,00;6236705,00;4759910;164460;23920;Lucía Herrera;Activa
CMP-0028;2023-03-24;Agrocampo;Galicia;Deporte;Redes Sociales;Conversión;149172,00;641151,00;1180560;63460;12530;DESCONOCIDO;Pausada
CMP-0029;2023-12-02;Panadería Trigo Dorado;Comunidad de Madrid;Inmobiliario;Televisión;Conversión;436117,00;1243125,00;3926280;231160;45460;Cristina Ortega;Pausada
CMP-0030;2025-05-27;Electro Ríos;Andalucía;Construcción;Influencers;Branding;2017709,00;7352843,00;2972110;189310;17660;DESCONOCIDO;Finalizada
CMP-0031;2024-07-03;Farmacia Central;Castilla y León;Deporte;Google Ads;Conversión;NULL;5182955,00;2539910;101250;21070;Cristina Ortega;Pausada
CMP-0032;2024-07-19;Constructora Levante;Navarra;Salud;Google Ads;Lead Generation;1229124,00;2200458,00;1359510;41490;NULL;Pablo Navarro;Activa
CMP-0033;2024-12-05;Restaurante El Fogón;Aragón;Automoción;Radio;Awareness;1735632,00;2752826,00;NULL;99790;14250;Miguel Álvarez;Terminada
CMP-0036;2025-06-25;Electro Ríos;Extremadura;Turismo;Marketing de Contenidos;Fidelización;1498395,00;4341385,00;4071860;179940;21250;Cristina Ortega;Finalizada
CMP-0037;2024-08-13;Clínica Dental Sonrisa;Cantabria;Alimentación;SEO;Awareness;26636,00;58389,00;3118280;125490;2230;Cristina Ortega;Activa
CMP-0038;2024-08-14;Byte Studio;Cantabria;Educación;SEM;Lead Generation;2272860,00;8572889,00;379390;3590;710;Pablo Navarro;Cancelada
CMP-0040;2023-11-26;Xtreme Bikes;La Rioja;Turismo;Televisión;Fidelización;2423257,00;5510592,00;2145920;64370;10990;Lucía Herrera;Activa
CMP-0041;2025-06-24;Agrocampo;La Rioja;Alimentación;Redes Sociales;Fidelización;1165701,00;61509,00;NULL;87500;16760;Laura Gómez;Activa
CMP-0042;2025-09-15;Byte Studio;Cantabria;Construcción;Email Marketing;Lead Generation;1255971,00;415693,00;2672950;154770;16980;Miguel Álvarez;Pausada
CMP-0043;2024-09-03;Sabores del Mediterráneo;La Rioja;Deporte;Email Marketing;Lead Generation;862891,00;3113667,00;1405750;93540;7280;Elena Castro;Pausada
CMP-0044;2023-03-31;Distribuciones Marín;La Rioja;Educación;Televisión;Conversión;2452321,00;3195333,00;2012870;45320;8880;Elena Castro;Activa
CMP-0046;2024-08-11;Xtreme Bikes;Andalucía;Moda;Google Ads;Branding;218351,00;984274,00;363720;8220;1430;Javier Torres;Pausada
CMP-0047;2023-12-25;TransLogic;Asturias;Inmobiliario;SEO;Lead Generation;381013,00;964305,00;2972090;166830;8870;Pablo Navarro;Activa
CMP-0048;2024-09-04;Viñedos del Valle;Extremadura;Educación;SEM;Lead Generation;2254999,00;709415,00;833240;8780;2070;Sara Molina;Cancelada
CMP-0049;2025-03-21;Colchones Descanso;Cataluña;Agricultura;Marketing de Contenidos;Lead Generation;910219,00;1404162,00;3671230;99640;24380;Lucía Herrera;Pausada
CMP-0050;2023-10-08;Fintech Nova;Cataluña;Turismo;Radio;Branding;1598812,00;4648934,00;3558430;219440;42610;Ana Fernández;Finalizada
CMP-0051;2025-09-13;Zapatería Confort;Aragón;Hostelería;Google Ads;Conversión;1264451,00;1826645,00;NULL;21060;4370;Cristina Ortega;Pausada
CMP-0052;2024-06-20;Nutrisana;Islas Baleares;Belleza;Redes Sociales;Fidelización;NULL;710067,00;2818180;40210;3950;Álvaro Gil;Cancelada
CMP-0053;2024-04-25;Bahía Sports;Asturias;Belleza;Influencers;Fidelización;366647,00;1567159,00;1600740;127570;4830;Cristina Ortega;Cancelada
CMP-0054;2025-01-12;Innovatech Solutions;Islas Baleares;Retail;Televisión;Lead Generation;101136,00;187731,00;2329600;89340;5950;Cristina Ortega;Pausada
CMP-0055;2024-02-29;Grupo Peralta;Castilla y León;Automoción;Email Marketing;Fidelización;2472276,00;8913316,00;1080860;10960;2120;Lucía Herrera;Activa
CMP-0056;2025-12-13;Grupo Peralta;Navarra;Salud;Marketing de Contenidos;Branding;1480355,00;542225,00;1396290;12460;2340;Ana Fernández;Activa
CMP-0057;2023-06-15;Restaurante El Fogón;DESCONOCIDO;DESCONOCIDO;Marketing de Contenidos;Fidelización;1077159,00;811574,00;3740030;273870;7560;Ana Fernández;Activa
CMP-0058;2025-05-30;Bahía Sports;Castilla y León;DESCONOCIDO;Influencers;Lead Generation;2134926,00;6477045,00;4036570;187090;40730;Javier Torres;Pausada
CMP-0059;2023-07-17;Byte Studio;Islas Baleares;Construcción;Redes Sociales;Fidelización;1723316,00;3949711,00;483280;32560;1050;Álvaro Gil;Activa
CMP-0061;2023-01-13;Innovatech Solutions;Comunidad Valenciana;Moda;Google Ads;Branding;91804,00;132908,00;4002220;112750;NULL;DESCONOCIDO;Pausada
CMP-0062;2023-06-17;Colchones Descanso;Extremadura;Belleza;Marketing de Contenidos;Lead Generation;1498635,00;6009582,00;820680;13790;2180;Elena Castro;Pausada
CMP-0063;2023-04-23;Dulcería Real;Canarias;Salud;Email Marketing;Awareness;1226849,00;3805633,00;243110;5230;1280;Pablo Navarro;Cancelada
CMP-0064;2025-03-24;Agrocampo;Asturias;Educación;Televisión;Branding;1765105,00;4238197,00;4374170;241030;22890;Pablo Navarro;Activa
CMP-0065;2024-11-26;Grupo Peralta;Andalucía;Construcción;Google Ads;Conversión;1100478,00;2181025,00;417330;14470;1220;Miguel Álvarez;Finalizada
CMP-0066;2025-10-08;Hotel Costa Azul;Cantabria;Finanzas;Marketing de Contenidos;Fidelización;509234,00;1441171,00;3990710;247170;6940;Pablo Navarro;Pausada
CMP-0067;2025-01-25;Dulcería Real;Andalucía;DESCONOCIDO;Marketing de Contenidos;Fidelización;159307,00;387246,00;NULL;64690;1230;Paula Serrano;Terminada
CMP-0068;2023-06-22;Yogures La Pradera;País Vasco;Retail;SEO;Lead Generation;394135,00;220664,00;547640;36040;7600;Diego Romero;Pausada
CMP-0069;2024-11-16;Quimera Cosmética;Región de Murcia;Moda;SEM;Awareness;NULL;1779227,00;3139640;28020;4520;Paula Serrano;Activa
CMP-0070;2023-06-23;Byte Studio;Asturias;DESCONOCIDO;Influencers;Conversión;2293531,00;3676469,00;3444610;197670;20570;Miguel Álvarez;Activa
CMP-0071;2025-09-22;TransLogic;Comunidad Valenciana;Deporte;Google Ads;Fidelización;NULL;482403,00;1624340;30080;1840;Javier Torres;Cancelada
CMP-0072;2025-06-15;Byte Studio;Islas Baleares;Salud;Radio;Fidelización;422373,00;NULL;4047770;209890;47560;David López;Cancelada
CMP-0073;2025-02-21;Distribuciones Marín;Extremadura;Tecnología;SEO;Fidelización;932246,00;3988099,00;2314990;91730;7120;Javier Torres;Activa
CMP-0074;2024-03-30;Innovatech Solutions;Comunidad de Madrid;Construcción;Influencers;Conversión;1134312,00;2785963,00;4362070;164930;39110;David López;Pausada
CMP-0075;2025-08-18;Byte Studio;Comunidad de Madrid;Retail;SEM;Conversión;361247,00;543638,00;4355340;176100;36880;Miguel Álvarez;Pausada
CMP-0076;2023-05-09;Grupo Peralta;Comunidad de Madrid;Inmobiliario;SEO;Conversión;766855,00;383847,00;2206090;116740;18610;Javier Torres;Activa
CMP-0077;2023-02-11;Panadería Trigo Dorado;La Rioja;Retail;Televisión;Awareness;187845,00;471388,00;2664850;170490;22470;Carlos Ruiz;Activa
CMP-0078;2025-08-09;Muebles Castillo;País Vasco;Hostelería;Email Marketing;Branding;350856,00;624403,00;1779960;117500;6110;David López;Activa
CMP-0079;2024-01-27;Yogures La Pradera;Cataluña;Deporte;Influencers;Awareness;1007596,00;3752998,00;2486970;59680;11380;Paula Serrano;Cancelada
CMP-0081;2024-12-23;Electro Ríos;Extremadura;Turismo;Redes Sociales;Awareness;1799804,00;1799638,00;NULL;73150;1470;Marta Sánchez;Cancelada
CMP-0082;2023-03-08;TecnoWave;Cantabria;Automoción;Influencers;Lead Generation;33305,00;430028,00;3387510;110000;11200;Elena Castro;Pausada
CMP-0083;2023-08-30;Grupo Peralta;La Rioja;Salud;Google Ads;Lead Generation;240209,00;982061,00;980420;41590;4270;Carlos Ruiz;Pausada
CMP-0084;2023-12-23;Óptica Visión Plus;Navarra;Salud;Google Ads;Conversión;177966,00;4644891,00;1527330;109730;23510;Javier Torres;Finalizada
CMP-0085;2025-04-18;Nutrisana;Comunidad Valenciana;Finanzas;Google Ads;Conversión;183055,00;361034,00;3763790;221740;30190;Cristina Ortega;Finalizada
CMP-0086;2024-12-09;Bahía Sports;Canarias;Deporte;Google Ads;Conversión;1304893,00;2058238,00;854170;24940;4490;Carlos Ruiz;Finalizada
CMP-0088;2024-11-27;Viñedos del Valle;Aragón;Deporte;Influencers;Awareness;200973,00;110864,00;2309790;83540;10140;DESCONOCIDO;Finalizada
CMP-0089;2025-05-06;Urbana Inmobiliaria;DESCONOCIDO;Deporte;Influencers;Fidelización;634839,00;448583,00;1526540;115870;25190;Elena Castro;Cancelada
CMP-0090;2024-12-23;Verde Natural;Canarias;Belleza;Marketing de Contenidos;Lead Generation;243322,00;474871,00;2402200;186170;11470;Carlos Ruiz;Pausada
CMP-0091;2024-08-14;Restaurante El Fogón;Navarra;DESCONOCIDO;Prensa;Awareness;927525,00;1838765,00;2994910;141160;13690;Diego Romero;Cancelada
CMP-0092;2025-11-08;Panadería Trigo Dorado;Cataluña;Retail;Redes Sociales;Lead Generation;1991345,00;3433394,00;4927790;159760;7120;Paula Serrano;Pausada
CMP-0093;2025-11-09;Clínica Dental Sonrisa;Canarias;Belleza;Redes Sociales;Lead Generation;994527,00;2873489,00;4422660;121360;11010;Miguel Álvarez;Cancelada
CMP-0094;2023-04-16;Hotel Costa Azul;País Vasco;Construcción;Marketing de Contenidos;Lead Generation;2418335,00;8677462,00;4074320;197130;12730;Laura Gómez;Finalizada
CMP-0096;2024-06-25;Agrocampo;Canarias;Hostelería;SEM;Conversión;NULL;3183275,00;3784720;212150;43040;Pablo Navarro;Pausada
CMP-0098;2025-12-23;Rural Gourmet;Comunidad Valenciana;Agricultura;Email Marketing;Lead Generation;290882,00;992414,00;1259520;29200;4980;Pablo Navarro;Pausada
CMP-0099;2025-12-31;Lácteos del Sur;Cataluña;Agricultura;Email Marketing;Lead Generation;727830,00;399202,00;4035330;47250;6980;Paula Serrano;Cancelada
CMP-0100;2024-09-03;Constructora Levante;Región de Murcia;Automoción;SEM;Lead Generation;2342790,00;10169938,00;4860110;129810;2460;Pablo Navarro;Cancelada
CMP-0101;2024-01-17;Innovatech Solutions;Aragón;DESCONOCIDO;SEM;Fidelización;498172,00;385145,00;856930;51270;8480;DESCONOCIDO;Pausada
CMP-0103;2024-09-28;Viñedos del Valle;Canarias;Automoción;Marketing de Contenidos;Conversión;78088,00;NULL;2639650;195940;43700;Marta Sánchez;Pausada
CMP-0104;2024-03-23;Sabores del Mediterráneo;Andalucía;Construcción;Radio;Fidelización;1760813,00;7278755,00;3975690;180150;NULL;Laura Gómez;Finalizada
CMP-0105;2025-09-28;Byte Studio;Navarra;Belleza;Redes Sociales;Lead Generation;428052,00;1664626,00;2321510;31840;1880;Pablo Navarro;Activa
CMP-0106;2023-05-04;EcoHogar;La Rioja;Retail;SEM;Lead Generation;1454212,00;71288,00;1811320;104200;14570;Cristina Ortega;Cancelada
CMP-0107;2023-06-14;Panadería Trigo Dorado;Comunidad Valenciana;Automoción;Google Ads;Fidelización;2482284,00;4732262,00;4564310;336770;33870;Ana Fernández;Cancelada
CMP-0108;2023-08-20;Agrocampo;Comunidad de Madrid;Alimentación;Marketing de Contenidos;Branding;960606,00;1214772,00;2420000;74920;5700;Miguel Álvarez;Finalizada
CMP-0109;2024-10-15;Ferretería Ibérica;Aragón;Salud;SEM;Conversión;367536,00;1643853,00;1232680;81580;15130;Sara Molina;Finalizada
CMP-0110;2025-12-10;TransLogic;DESCONOCIDO;Moda;Email Marketing;Awareness;139851,00;694938,00;1810720;136920;23430;Pablo Navarro;Finalizada
CMP-0111;2024-06-06;Ferretería Ibérica;Andalucía;Agricultura;Radio;Awareness;1414717,00;6174818,00;2926780;130970;13510;David López;Activa
CMP-0112;2024-11-12;Distribuciones Marín;Comunidad de Madrid;DESCONOCIDO;Google Ads;Lead Generation;2015534,00;5578699,00;3525330;165380;20680;Miguel Álvarez;Pausada
CMP-0113;2025-10-15;Joyería Alba;La Rioja;Hostelería;Influencers;Conversión;964041,00;2449947,00;1888550;53120;5110;Diego Romero;Activa
CMP-0114;2024-05-18;Dulcería Real;DESCONOCIDO;Turismo;Radio;Lead Generation;180563,00;2780323,00;1033600;30730;3100;Javier Torres;Cancelada
CMP-0115;2023-06-02;Constructora Levante;Cataluña;Hostelería;Redes Sociales;Branding;229391,00;NULL;3369920;258780;35120;Javier Torres;Cancelada
CMP-0116;2024-07-16;Xtreme Bikes;Canarias;Retail;Prensa;Lead Generation;59015,00;149620,00;2161590;12720;1740;Carlos Ruiz;Finalizada
CMP-0118;2023-03-29;TransLogic;La Rioja;Turismo;Redes Sociales;Awareness;1619370,00;273890,00;4503180;351410;78970;Laura Gómez;Activa
CMP-0119;2023-11-29;Dulcería Real;Asturias;Finanzas;Prensa;Awareness;377595,00;1414811,00;4308890;150260;4270;Lucía Herrera;Pausada
CMP-0120;2025-03-23;Ferretería Ibérica;Comunidad de Madrid;Hostelería;Radio;Lead Generation;262261,00;334384,00;403550;12320;2390;Sara Molina;Cancelada
CMP-0122;2024-10-26;Bebidas Norte;Canarias;Moda;Televisión;Fidelización;1395755,00;2810751,00;142680;1670;230;Marta Sánchez;Pausada
CMP-0123;2025-09-18;Kapital Seguros;Islas Baleares;Educación;Radio;Fidelización;NULL;625947,00;881640;33150;3680;Laura Gómez;Cancelada
CMP-0124;2023-10-06;Muebles Castillo;Galicia;Belleza;Influencers;Conversión;1111753,00;2344229,00;4322690;300260;NULL;Ana Fernández;Finalizada
CMP-0125;2023-02-25;Restaurante El Fogón;Galicia;Belleza;SEM;Branding;925239,00;3899588,00;1052520;52010;7330;Pablo Navarro;Pausada
CMP-0126;2025-03-31;Byte Studio;Extremadura;Construcción;Redes Sociales;Awareness;1793786,00;6482962,00;392790;15190;2330;Diego Romero;Finalizada
CMP-0127;2025-03-29;Óptica Visión Plus;Extremadura;Alimentación;Redes Sociales;Fidelización;432519,00;1242734,00;2957890;232990;40210;David López;Finalizada
CMP-0128;2023-10-18;Wellness Center;Aragón;Belleza;SEO;Fidelización;279282,00;571717,00;455120;6230;1460;Pablo Navarro;Activa
CMP-0129;2023-11-24;AutoMotion;País Vasco;Finanzas;Televisión;Fidelización;1699306,00;1682801,00;3887290;90540;4690;Laura Gómez;Activa
CMP-0130;2025-09-29;Agrocampo;Asturias;Inmobiliario;Televisión;Awareness;48366,00;NULL;2403880;32560;5560;Marta Sánchez;Pausada
CMP-0131;2024-01-10;Farmacia Central;Comunidad Valenciana;Inmobiliario;Email Marketing;Fidelización;1483618,00;4633135,00;1646990;22790;1890;Paula Serrano;Finalizada
CMP-0132;2025-09-19;Constructora Levante;Asturias;Construcción;Prensa;Lead Generation;800158,00;175571,00;286070;20000;4760;Miguel Álvarez;Activa
CMP-0133;2025-10-11;Fintech Nova;Islas Baleares;Hostelería;Radio;Fidelización;744383,00;1082617,00;2823610;75240;14850;Lucía Herrera;Activa
CMP-0134;2024-12-19;Nutrisana;Extremadura;DESCONOCIDO;Marketing de Contenidos;Conversión;1108893,00;4961877,00;4071540;268280;16190;Lucía Herrera;Pausada
CMP-0135;2025-11-19;Electro Ríos;Región de Murcia;DESCONOCIDO;Televisión;Awareness;NULL;2250314,00;3696260;99600;14680;Álvaro Gil;Pausada
CMP-0136;2025-04-28;Grupo Peralta;Castilla-La Mancha;Educación;Influencers;Lead Generation;1908454,00;NULL;2571170;40270;6510;Laura Gómez;Activa
CMP-0137;2024-03-22;Viñedos del Valle;La Rioja;DESCONOCIDO;Influencers;Awareness;1594405,00;5147718,00;4462000;43500;NULL;Diego Romero;Activa
CMP-0138;2025-05-26;Viñedos del Valle;Comunidad Valenciana;DESCONOCIDO;Email Marketing;Awareness;60378,00;253806,00;833280;31740;320;Carlos Ruiz;Finalizada
CMP-0139;2023-09-29;Fintech Nova;Cantabria;Retail;Redes Sociales;Branding;1084493,00;740748,00;504030;2560;310;Carlos Ruiz;Activa
CMP-0140;2023-10-20;Kapital Seguros;Comunidad de Madrid;Tecnología;Radio;Awareness;NULL;127776,00;3953710;279080;45760;Marta Sánchez;Cancelada
CMP-0141;2024-12-20;EcoHogar;Comunidad Valenciana;Alimentación;SEO;Fidelización;234986,00;169649,00;3949980;56230;10410;Miguel Álvarez;Pausada
CMP-0142;2024-05-05;EcoHogar;Región de Murcia;Inmobiliario;Google Ads;Branding;1304018,00;3181797,00;3925850;134970;NULL;Álvaro Gil;Finalizada
CMP-0143;2025-03-26;Modaline;Navarra;Hostelería;Televisión;Branding;6139,00;35829,00;1379600;29220;6760;Carlos Ruiz;Finalizada
CMP-0144;2023-05-16;Byte Studio;Extremadura;Educación;SEO;Branding;1350248,00;NULL;3330520;207290;34400;Laura Gómez;Finalizada
CMP-0145;2024-06-14;Solaris Energía;Región de Murcia;Deporte;SEM;Branding;426305,00;1834249,00;2747050;NULL;24940;Ana Fernández;Activa
CMP-0146;2023-07-30;Panadería Trigo Dorado;Región de Murcia;Retail;Redes Sociales;Branding;157489,00;NULL;879930;28660;2040;Marta Sánchez;Cancelada
CMP-0147;2025-02-02;Fintech Nova;Cataluña;Tecnología;SEO;Fidelización;818069,00;1675633,00;3781380;109640;22830;Pablo Navarro;Pausada
CMP-0148;2024-09-14;Lácteos del Sur;Castilla y León;Belleza;Influencers;Fidelización;234236,00;519614,00;NULL;38880;5640;Miguel Álvarez;Terminada
CMP-0149;2024-11-17;Verde Natural;Asturias;Deporte;SEM;Branding;597834,00;1049186,00;4406780;251220;3090;Marta Sánchez;Finalizada
CMP-0150;2023-07-15;Zapatería Confort;Asturias;Alimentación;Marketing de Contenidos;Fidelización;1044381,00;4241678,00;2408640;188090;5710;Ana Fernández;Cancelada
CMP-0152;2023-03-24;Bahía Sports;Aragón;Tecnología;Google Ads;Awareness;244244,00;901726,00;1599960;107160;18990;Ana Fernández;Activa
CMP-0153;2023-10-14;Urbana Inmobiliaria;Cataluña;Deporte;SEO;Conversión;1398765,00;3651487,00;501630;19890;4030;Cristina Ortega;Pausada
CMP-0154;2023-07-08;Modaline;Región de Murcia;Retail;Email Marketing;Fidelización;74064,00;42274,00;NULL;253170;51700;Cristina Ortega;Terminada
CMP-0155;2025-09-08;Byte Studio;Castilla-La Mancha;Moda;Email Marketing;Lead Generation;105931,00;307257,00;1293620;69260;8980;Elena Castro;Activa
CMP-0156;2025-03-06;Óptica Visión Plus;Comunidad de Madrid;Retail;SEM;Branding;1209617,00;4332881,00;1808720;132850;17340;Diego Romero;Activa
CMP-0157;2024-03-25;Innovatech Solutions;DESCONOCIDO;Automoción;Email Marketing;Conversión;134355,00;4867945,00;3869310;35570;8860;Miguel Álvarez;Activa
CMP-0158;2025-10-05;Óptica Visión Plus;País Vasco;Belleza;Redes Sociales;Fidelización;2369946,00;NULL;2957310;225130;47450;Diego Romero;Finalizada
CMP-0159;2025-12-13;Lácteos del Sur;DESCONOCIDO;Finanzas;Televisión;Awareness;167699,00;154349,00;3699630;273000;53460;Marta Sánchez;Cancelada
CMP-0160;2024-12-31;Lácteos del Sur;País Vasco;Moda;SEM;Awareness;452023,00;1974762,00;NULL;261150;41070;Miguel Álvarez;Activa
CMP-0161;2023-06-09;Farmacia Central;Aragón;Tecnología;Google Ads;Awareness;56782,00;1519095,00;4915940;207520;18560;David López;Activa
CMP-0162;2025-02-14;Ferretería Ibérica;Asturias;Alimentación;Radio;Fidelización;977124,00;3299606,00;877090;62570;8030;Carlos Ruiz;Activa
CMP-0163;2023-07-10;Modaline;La Rioja;Educación;Redes Sociales;Fidelización;867684,00;3496169,00;848600;50830;7180;David López;Pausada
CMP-0164;2023-11-11;Joyería Alba;Comunidad de Madrid;Deporte;Marketing de Contenidos;Lead Generation;757554,00;532444,00;2064930;98870;20910;Marta Sánchez;Cancelada
CMP-0165;2025-03-04;Bahía Sports;Asturias;Automoción;Email Marketing;Lead Generation;784716,00;1545391,00;2569270;185280;13630;Ana Fernández;Activa
CMP-0166;2024-04-10;AutoMotion;Navarra;Moda;Prensa;Lead Generation;232554,00;405556,00;2843750;102510;19630;Ana Fernández;Activa
CMP-0167;2025-07-08;Zapatería Confort;País Vasco;Salud;SEO;Conversión;2005117,00;6307389,00;3257010;52300;12430;Cristina Ortega;Finalizada
CMP-0168;2025-03-24;Hotel Costa Azul;Castilla-La Mancha;Construcción;Radio;Branding;812979,00;2726596,00;NULL;42480;4380;Sara Molina;Activa
CMP-0169;2025-04-21;Colchones Descanso;La Rioja;Inmobiliario;Marketing de Contenidos;Lead Generation;1953271,00;7032033,00;4553060;205670;19030;Marta Sánchez;Cancelada
CMP-0170;2024-07-04;TecnoWave;Aragón;Deporte;SEM;Awareness;NULL;3997873,00;3625280;82720;15630;Miguel Álvarez;Terminada
CMP-0173;2023-02-26;Óptica Visión Plus;País Vasco;Deporte;Marketing de Contenidos;Conversión;425514,00;1726253,00;3931710;264660;8380;Cristina Ortega;Activa
CMP-0174;2024-05-31;Solaris Energía;Canarias;Educación;SEM;Lead Generation;1195761,00;1023236,00;913070;45730;550;Pablo Navarro;Cancelada
CMP-0175;2024-08-01;Dulcería Real;Región de Murcia;Turismo;Influencers;Awareness;273734,00;670199,00;3477650;269470;56970;Paula Serrano;Finalizada
CMP-0176;2024-08-28;Electro Ríos;Extremadura;Moda;Televisión;Fidelización;1022164,00;1678659,00;738630;43650;7300;Miguel Álvarez;Cancelada
CMP-0177;2024-08-24;Óptica Visión Plus;Comunidad Valenciana;Educación;Prensa;Conversión;1278141,00;4921815,00;4412360;239680;34500;Cristina Ortega;Pausada
CMP-0178;2023-08-30;Sabores del Mediterráneo;Andalucía;Belleza;SEO;Fidelización;1974464,00;3339869,00;1371080;67070;8130;DESCONOCIDO;Terminada
CMP-0179;2023-12-29;Byte Studio;DESCONOCIDO;Retail;Radio;Awareness;804631,00;2659955,00;4088890;45220;4060;Diego Romero;Activa
CMP-0180;2025-02-03;TransLogic;Navarra;DESCONOCIDO;Redes Sociales;Conversión;1020416,00;4443276,00;2014680;10770;1480;Ana Fernández;Pausada
CMP-0181;2025-12-09;Clínica Dental Sonrisa;Comunidad Valenciana;Automoción;SEO;Conversión;181912,00;89504,00;4977670;133460;24640;Sara Molina;Finalizada
CMP-0182;2024-06-07;Dulcería Real;Cataluña;Inmobiliario;Redes Sociales;Branding;1271491,00;1039165,00;3733260;200810;3800;Elena Castro;Finalizada
CMP-0183;2023-10-08;Solaris Energía;Región de Murcia;Alimentación;SEM;Branding;766769,00;2360875,00;3478310;153120;24410;Lucía Herrera;Terminada
CMP-0184;2024-11-08;Joyería Alba;Comunidad de Madrid;Agricultura;Google Ads;Lead Generation;NULL;1087002,00;4777890;98310;22990;Elena Castro;Pausada
CMP-0185;2023-12-24;Fintech Nova;Cataluña;Retail;Email Marketing;Conversión;1152743,00;5077397,00;1389770;55340;1870;Diego Romero;Pausada
CMP-0186;2025-09-06;Muebles Castillo;País Vasco;Alimentación;Email Marketing;Branding;473516,00;939108,00;2398570;60890;6240;Paula Serrano;Cancelada
CMP-0187;2023-09-25;Constructora Levante;La Rioja;Alimentación;Televisión;Awareness;1536081,00;5487634,00;3210270;22980;4000;Álvaro Gil;Finalizada
CMP-0188;2024-05-24;Muebles Castillo;Asturias;Tecnología;Prensa;Fidelización;1307367,00;4171305,00;3246350;39420;6650;Pablo Navarro;Activa
